127.0.0.1 - - [12/Nov/2020:18:20:25 +0530] "GET /favicon.ico HTTP/1.1" 200 10536 
127.0.0.1 - - [12/Nov/2020:18:25:04 +0530] "GET / HTTP/1.1" 200 66 
127.0.0.1 - - [12/Nov/2020:18:25:04 +0530] "GET /favicon.ico HTTP/1.1" 200 10536 
127.0.0.1 - - [12/Nov/2020:18:27:08 +0530] "GET / HTTP/1.1" 200 66 
127.0.0.1 - - [12/Nov/2020:18:34:13 +0530] "HEAD / HTTP/1.1" 200 66 
127.0.0.1 - - [12/Nov/2020:20:54:23 +0530] "PUT /dir2/hello.txt HTTP/1.1" 201 0 
127.0.0.1 - - [12/Nov/2020:20:55:06 +0530] "PUT /dir2/hello.txt HTTP/1.1" 204 0 
127.0.0.1 - - [12/Nov/2020:20:59:30 +0530] "DELETE /dir2/hello.txt HTTP/1.1" 204 0 
127.0.0.1 - - [12/Nov/2020:21:10:20 +0530] "HEAD / HTTP/1.1" 200 66 
127.0.0.1 - - [12/Nov/2020:21:10:20 +0530] "POST /posting.py HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:10:20 +0530] "GET /form.html HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:10:20 +0530] "HEAD / HTTP/1.1" 200 66 
127.0.0.1 - - [12/Nov/2020:21:10:20 +0530] "DELETE /dir2/hello.txt HTTP/1.1" 501 0 
127.0.0.1 - - [12/Nov/2020:21:10:21 +0530] "DELETE /dir2/hello.txt HTTP/1.1" 501 0 
127.0.0.1 - - [12/Nov/2020:21:10:21 +0530] "PUT /dir2/hello.txt HTTP/1.1" 201 0 
127.0.0.1 - - [12/Nov/2020:21:10:21 +0530] "DELETE /dir2/hello.txt HTTP/1.1" 204 0 
127.0.0.1 - - [12/Nov/2020:21:10:21 +0530] "PUT /dir2/hello.txt HTTP/1.1" 201 0 
127.0.0.1 - - [12/Nov/2020:21:10:21 +0530] "PUT /dir2/hello.txt HTTP/1.1" 204 0 
127.0.0.1 - - [12/Nov/2020:21:10:21 +0530] "POST /posting.py HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:10:21 +0530] "DELETE /dir2/hello.txt HTTP/1.1" 204 0 
127.0.0.1 - - [12/Nov/2020:21:10:21 +0530] "PUT /dir2/hello.txt HTTP/1.1" 201 0 
127.0.0.1 - - [12/Nov/2020:21:10:21 +0530] "POST /posting.py HTTP/1.1" 200 133 
127.0.0.1 - - [12/Nov/2020:21:10:21 +0530] "HEAD / HTTP/1.1" 200 66 
